Website,Order ID,Order Date,Purchase Order Number,Currency,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal,Shipment Item Subtotal Tax,ASIN,Product Condition,Quantity,Payment Instrument Type,Order Status,Shipment Status,Ship Date,Shipping Option,Shipping Address,Billing Address,Carrier Name & Tracking Number,Product Name,Gift Message,Gift Sender Name,Gift Recipient Contact Details,Item Serial Number,Salesperson ID
eBay,ORD156396,2024-05-01,PO45310,AUD,106.31,9.53,48.43,7.95,323.67,318.93,28.59,B0839783,Used - Like New,3,Credit Card,Cancelled,Pending,2025-03-12,Two-Day,"664 Main St, City 90, USA","468 Elm St, City 58, USA",Amazon Logistics - TRK657940,Product-320,,Bob,,SN131676,SP-2718
Walmart,ORD746445,2024-09-17,PO93019,GBP,394.77,66.27,34.82,57.69,2016.75,1973.85,331.35,B0796771,New,5,Credit Card,Pending,Returned,2025-03-14,Expedited,"211 Main St, City 40, USA","228 Elm St, City 81, USA",Amazon Logistics - TRK781067,Product-8,,Charlie,,SN994277,SP-6857
Walmart,ORD866218,2025-01-29,PO80565,EUR,468.59,70.13,19.33,75.77,3240.65,3280.13,490.91,B0519224,Refurbished,7,Credit Card,Cancelled,Delivered,2025-03-14,Standard,"428 Main St, City 5, USA","346 Elm St, City 53, USA",Amazon Logistics - TRK348352,Product-373,Enjoy your gift!,Charlie,,SN586093,SP-7792
Target,ORD567688,2024-06-17,PO52188,GBP,205.57,14.04,41.08,29.22,1142.34,1233.42,84.24,B0633319,Used - Acceptable,6,Credit Card,Shipped,Returned,2025-03-02,Expedited,"740 Main St, City 26, USA","931 Elm St, City 8, USA",UPS - TRK513628,Product-261,Enjoy your gift!,Charlie,,SN662724,SP-5105
Walmart,ORD358824,2024-05-31,PO54151,AUD,279.58,20.57,28.14,20.99,1116.64,1118.32,82.28,B0575802,Used - Acceptable,4,PayPal,Cancelled,Pending,2025-03-22,Two-Day,"890 Main St, City 68, USA","788 Elm St, City 35, USA",DHL - TRK188455,Product-487,Happy Birthday!,Bob,,SN417127,SP-4126
eBay,ORD781528,2024-09-17,PO57260,GBP,311.56,20.99,16.23,7.9,1623.25,1557.8,104.95,B0605386,Used - Acceptable,5,Credit Card,Shipped,Delivered,2025-02-27,Same-Day,"458 Main St, City 95, USA","432 Elm St, City 78, USA",UPS - TRK944339,Product-283,Enjoy your gift!,,,SN482857,SP-5617
Amazon.com,ORD106789,2024-05-24,PO18596,AUD,251.31,37.11,47.8,65.76,1781.28,2010.48,296.88,B0353558,New,8,Credit Card,Delivered,Returned,2025-02-23,Two-Day,"902 Main St, City 100, USA","400 Elm St, City 37, USA",Amazon Logistics - TRK716965,Product-467,Enjoy your gift!,Bob,John Doe,SN441583,SP-7277
Amazon.com,ORD400982,2024-04-02,PO86623,INR,171.85,13.21,45.9,47.57,824.94,1031.1,79.26,B0864697,New,6,Debit Card,Shipped,Pending,2025-02-20,Two-Day,"113 Main St, City 10, USA","493 Elm St, City 58, USA",USPS - TRK414506,Product-228,,,Emma Smith,SN661097,SP-8353
eBay,ORD796343,2024-03-25,PO13818,INR,453.01,27.11,13.44,13.27,4201.65,4077.09,243.99,B0149421,New,9,Credit Card,Delivered,Returned,2025-03-01,Two-Day,"717 Main St, City 28, USA","731 Elm St, City 95, USA",Amazon Logistics - TRK439265,Product-37,,Alice,,SN672688,SP-1334
eBay,ORD232710,2024-04-15,PO80551,USD,418.69,31.19,28.86,88.07,2894.48,3349.52,249.52,B0752261,Used - Like New,8,Gift Card,Shipped,Returned,2025-02-20,Same-Day,"312 Main St, City 7, USA","656 Elm St, City 64, USA",Amazon Logistics - TRK928123,Product-48,Enjoy your gift!,Charlie,John Doe,SN935945,SP-2008
Amazon.com,ORD334920,2024-07-28,PO59895,AUD,318.56,18.19,29.28,8.2,2628.4,2548.48,145.52,B0691058,New,8,PayPal,Delivered,In Transit,2025-03-01,Two-Day,"182 Main St, City 62, USA","418 Elm St, City 51, USA",Amazon Logistics - TRK756431,Product-41,Happy Birthday!,,Emma Smith,SN884692,SP-8580
Target,ORD509976,2024-09-17,PO32279,INR,235.16,24.01,27.82,13.07,1722.7,1646.12,168.07,B0466046,Used - Like New,7,Gift Card,Pending,Delivered,2025-03-07,Same-Day,"593 Main St, City 9, USA","567 Elm St, City 40, USA",UPS - TRK628966,Product-91,,,John Doe,SN859636,SP-8551
Best Buy,ORD694276,2024-08-20,PO10631,AUD,279.47,47.39,17.0,60.7,2395.44,2515.23,426.51,B0269955,Used - Acceptable,9,Debit Card,Shipped,Delivered,2025-02-21,Two-Day,"632 Main St, City 50, USA","839 Elm St, City 10, USA",UPS - TRK661229,Product-86,Enjoy your gift!,Bob,,SN453164,SP-9419
Best Buy,ORD465065,2024-04-16,PO20908,INR,337.95,26.36,37.79,77.55,1433.8,1689.75,131.8,B0786040,Refurbished,5,PayPal,Shipped,Returned,2025-03-15,Two-Day,"275 Main St, City 73, USA","513 Elm St, City 50, USA",UPS - TRK409110,Product-419,Happy Birthday!,,John Doe,SN565127,SP-4792
eBay,ORD635096,2024-04-06,PO31400,GBP,145.01,21.67,47.34,8.1,1585.8,1450.1,216.7,B0468758,Used - Like New,10,PayPal,Shipped,Returned,2025-03-22,Standard,"696 Main St, City 36, USA","807 Elm St, City 53, USA",FedEx - TRK325036,Product-274,,,Emma Smith,SN500782,SP-9461
Walmart,ORD373557,2024-10-15,PO24894,EUR,332.79,55.56,7.06,25.19,363.16,332.79,55.56,B0399611,Refurbished,1,Gift Card,Cancelled,Delivered,2025-03-02,Expedited,"197 Main St, City 56, USA","735 Elm St, City 93, USA",USPS - TRK220479,Product-51,Happy Birthday!,Bob,Emma Smith,SN179273,SP-5330
eBay,ORD104074,2024-09-17,PO15709,EUR,490.18,27.11,18.76,20.14,1491.45,1470.54,81.33,B0149860,New,3,Gift Card,Delivered,Returned,2025-03-11,Expedited,"752 Main St, City 19, USA","408 Elm St, City 27, USA",Amazon Logistics - TRK186827,Product-296,Happy Birthday!,Alice,Emma Smith,SN969369,SP-6198
Walmart,ORD831786,2024-06-06,PO87227,AUD,13.05,1.58,25.92,0.14,115.92,104.4,12.64,B0337036,Used - Like New,8,Debit Card,Shipped,Pending,2025-03-11,Same-Day,"146 Main St, City 98, USA","808 Elm St, City 18, USA",UPS - TRK838862,Product-75,Enjoy your gift!,Alice,,SN865159,SP-9538
eBay,ORD342420,2024-06-25,PO23908,EUR,381.31,48.02,41.97,112.68,949.95,1143.93,144.06,B0231386,New,3,Debit Card,Pending,In Transit,2025-03-21,Expedited,"757 Main St, City 53, USA","128 Elm St, City 46, USA",USPS - TRK603339,Product-456,,Charlie,John Doe,SN751438,SP-2512
eBay,ORD762670,2025-03-20,PO70551,USD,199.57,32.4,43.62,51.18,361.58,399.14,64.8,B0558577,Refurbished,2,Gift Card,Shipped,Returned,2025-03-07,Standard,"206 Main St, City 79, USA","892 Elm St, City 44, USA",Amazon Logistics - TRK834852,Product-252,,Charlie,Emma Smith,SN568521,SP-7008
Walmart,ORD990290,2024-10-18,PO85021,INR,292.48,38.46,32.79,55.24,1654.2,1754.88,230.76,B0573662,Used - Acceptable,6,Debit Card,Cancelled,Delivered,2025-02-28,Same-Day,"994 Main St, City 62, USA","144 Elm St, City 91, USA",Amazon Logistics - TRK943807,Product-109,Enjoy your gift!,Bob,John Doe,SN204125,SP-7104
Amazon.com,ORD630407,2024-08-17,PO65196,USD,179.1,15.87,7.66,53.18,708.95,895.5,79.35,B0358065,Used - Acceptable,5,Credit Card,Pending,Delivered,2025-02-20,Expedited,"922 Main St, City 32, USA","726 Elm St, City 71, USA",Amazon Logistics - TRK555002,Product-40,Happy Birthday!,Alice,,SN736023,SP-6163
eBay,ORD799074,2024-11-27,PO96220,INR,423.49,23.63,47.2,69.74,1132.14,1270.47,70.89,B0551617,Refurbished,3,PayPal,Cancelled,Returned,2025-03-10,Same-Day,"260 Main St, City 84, USA","454 Elm St, City 21, USA",UPS - TRK553288,Product-181,Happy Birthday!,Alice,,SN317225,SP-3442
Best Buy,ORD354180,2025-03-05,PO60533,GBP,244.39,19.28,5.78,18.34,1717.31,1710.73,134.96,B0622033,Used - Acceptable,7,Debit Card,Delivered,In Transit,2025-03-16,Same-Day,"635 Main St, City 46, USA","190 Elm St, City 17, USA",FedEx - TRK361970,Product-474,Happy Birthday!,Bob,John Doe,SN323457,SP-6025
Target,ORD498365,2024-12-11,PO76613,USD,329.3,62.96,23.44,18.83,2987.44,2634.4,503.68,B0458857,Used - Like New,8,Credit Card,Shipped,Pending,2025-03-20,Expedited,"960 Main St, City 11, USA","164 Elm St, City 45, USA",UPS - TRK729738,Product-255,,Charlie,John Doe,SN998907,SP-9235
Walmart,ORD574028,2024-10-11,PO45840,INR,166.72,12.43,37.31,36.67,997.36,1167.04,87.01,B0685264,New,7,Debit Card,Cancelled,Delivered,2025-03-22,Same-Day,"261 Main St, City 27, USA","249 Elm St, City 77, USA",UPS - TRK536602,Product-89,Happy Birthday!,Alice,,SN284362,SP-9534
eBay,ORD627707,2024-04-26,PO39847,EUR,86.88,7.61,28.47,13.67,404.1,434.4,38.05,B0754353,Refurbished,5,Gift Card,Delivered,Delivered,2025-02-27,Expedited,"131 Main St, City 54, USA","526 Elm St, City 19, USA",UPS - TRK835303,Product-227,,Alice,Emma Smith,SN842602,SP-9241
Best Buy,ORD472943,2024-06-26,PO91137,INR,229.48,44.63,18.8,39.57,1407.24,1376.88,267.78,B0284351,Used - Acceptable,6,Credit Card,Cancelled,Delivered,2025-02-27,Standard,"507 Main St, City 82, USA","946 Elm St, City 74, USA",Amazon Logistics - TRK399746,Product-149,,,Emma Smith,SN388989,SP-5343
Target,ORD231272,2024-08-25,PO50946,EUR,264.22,31.64,38.72,39.54,1537.92,1585.32,189.84,B0345678,New,6,Credit Card,Pending,Pending,2025-02-24,Same-Day,"294 Main St, City 80, USA","972 Elm St, City 30, USA",USPS - TRK644531,Product-169,Enjoy your gift!,Alice,Emma Smith,SN709313,SP-2518
Walmart,ORD364697,2024-11-20,PO35433,USD,97.37,11.03,34.27,5.72,1026.8,973.7,110.3,B0644720,Used - Like New,10,Gift Card,Cancelled,Returned,2025-03-14,Standard,"640 Main St, City 54, USA","246 Elm St, City 67, USA",USPS - TRK530428,Product-362,,,,SN670437,SP-6457
Walmart,ORD607463,2025-03-15,PO77068,EUR,19.67,1.21,34.86,0.74,201.4,196.7,12.1,B0289803,Used - Like New,10,Credit Card,Cancelled,In Transit,2025-03-09,Two-Day,"463 Main St, City 74, USA","463 Elm St, City 86, USA",UPS - TRK124101,Product-346,,Bob,,SN977618,SP-1838
Walmart,ORD327566,2024-10-18,PO97591,INR,104.66,18.74,43.71,22.07,506.65,523.3,93.7,B0116204,Used - Acceptable,5,Debit Card,Cancelled,Returned,2025-03-19,Standard,"175 Main St, City 59, USA","208 Elm St, City 49, USA",DHL - TRK741897,Product-13,,Charlie,,SN590564,SP-8745
Walmart,ORD887514,2024-04-28,PO92578,INR,247.53,46.47,28.16,70.94,1561.42,1732.71,325.29,B0341554,New,7,PayPal,Cancelled,Returned,2025-03-01,Standard,"745 Main St, City 89, USA","161 Elm St, City 9, USA",DHL - TRK280932,Product-229,Happy Birthday!,,Emma Smith,SN358441,SP-8136
Amazon.com,ORD953823,2024-07-07,PO22785,GBP,63.9,6.34,8.18,16.88,266.8,319.5,31.7,B0863382,Used - Acceptable,5,Credit Card,Delivered,Delivered,2025-03-18,Two-Day,"124 Main St, City 32, USA","439 Elm St, City 24, USA",FedEx - TRK415857,Product-407,,Charlie,John Doe,SN560609,SP-3500
Best Buy,ORD786232,2024-07-19,PO48201,INR,39.54,5.76,23.93,0.53,447.7,395.4,57.6,B0816065,Used - Acceptable,10,Credit Card,Shipped,In Transit,2025-03-12,Two-Day,"991 Main St, City 100, USA","613 Elm St, City 72, USA",DHL - TRK586411,Product-488,Happy Birthday!,Alice,John Doe,SN184339,SP-7798
Amazon.com,ORD382576,2025-02-16,PO95022,INR,387.63,53.35,49.99,43.61,2781.59,2713.41,373.45,B0666695,Used - Like New,7,Debit Card,Pending,Delivered,2025-03-16,Two-Day,"845 Main St, City 83, USA","433 Elm St, City 8, USA",Amazon Logistics - TRK713593,Product-24,Enjoy your gift!,Alice,,SN750361,SP-9876
eBay,ORD867020,2024-03-23,PO59083,AUD,374.97,73.24,46.4,42.38,2840.81,2624.79,512.68,B0332674,Used - Like New,7,PayPal,Pending,Pending,2025-03-03,Expedited,"862 Main St, City 48, USA","881 Elm St, City 38, USA",USPS - TRK171361,Product-343,,Charlie,Emma Smith,SN353053,SP-9624
Amazon.com,ORD828461,2025-01-10,PO72388,INR,358.41,70.2,18.75,89.44,1017.51,1075.23,210.6,B0369982,Used - Like New,3,Credit Card,Delivered,Returned,2025-03-11,Standard,"591 Main St, City 61, USA","334 Elm St, City 62, USA",DHL - TRK262783,Product-176,,Alice,John Doe,SN320813,SP-8901
Best Buy,ORD164849,2024-04-14,PO33133,USD,171.85,25.77,28.23,27.25,511.11,515.55,77.31,B0560077,New,3,Debit Card,Cancelled,Delivered,2025-02-26,Expedited,"747 Main St, City 84, USA","793 Elm St, City 68, USA",UPS - TRK698747,Product-404,,Alice,John Doe,SN897920,SP-6105
Best Buy,ORD517778,2025-03-10,PO42750,EUR,171.73,15.01,30.98,11.19,877.75,858.65,75.05,B0570640,Used - Like New,5,Gift Card,Delivered,In Transit,2025-02-25,Same-Day,"561 Main St, City 60, USA","422 Elm St, City 25, USA",FedEx - TRK918699,Product-284,Enjoy your gift!,Alice,John Doe,SN109106,SP-6114
Amazon.com,ORD159828,2025-03-12,PO45172,EUR,27.16,1.74,20.22,8.07,41.66,54.32,3.48,B0881018,New,2,PayPal,Delivered,Delivered,2025-03-08,Standard,"333 Main St, City 50, USA","996 Elm St, City 23, USA",DHL - TRK987509,Product-31,Enjoy your gift!,Charlie,Emma Smith,SN320669,SP-4938
eBay,ORD323771,2024-12-19,PO81727,EUR,348.91,17.63,28.88,42.66,1943.28,2093.46,105.78,B0810683,Used - Acceptable,6,Gift Card,Shipped,In Transit,2025-03-16,Standard,"952 Main St, City 89, USA","267 Elm St, City 59, USA",DHL - TRK222887,Product-402,Enjoy your gift!,Charlie,Emma Smith,SN953342,SP-5264
eBay,ORD859409,2024-10-20,PO24068,AUD,12.53,0.75,15.29,2.56,42.88,50.12,3.0,B0939250,New,4,Credit Card,Cancelled,Returned,2025-03-14,Same-Day,"341 Main St, City 52, USA","991 Elm St, City 75, USA",UPS - TRK530211,Product-476,Enjoy your gift!,Bob,Emma Smith,SN398966,SP-5896
Target,ORD219152,2024-08-23,PO23304,INR,200.84,11.37,33.47,54.4,789.05,1004.2,56.85,B0933870,Used - Like New,5,Debit Card,Delivered,Pending,2025-03-21,Standard,"290 Main St, City 58, USA","667 Elm St, City 14, USA",UPS - TRK503174,Product-150,Enjoy your gift!,Bob,John Doe,SN189925,SP-7338
eBay,ORD496871,2025-03-02,PO32848,EUR,47.79,4.39,24.66,0.1,208.32,191.16,17.56,B0128520,Used - Acceptable,4,Credit Card,Shipped,Returned,2025-03-18,Expedited,"404 Main St, City 51, USA","960 Elm St, City 72, USA",FedEx - TRK444776,Product-231,,Charlie,,SN521200,SP-2231
Walmart,ORD514446,2024-06-11,PO81699,EUR,69.49,12.31,37.76,6.69,225.33,208.47,36.93,B0599642,New,3,Debit Card,Delivered,Delivered,2025-02-28,Two-Day,"243 Main St, City 90, USA","453 Elm St, City 7, USA",FedEx - TRK996852,Product-433,Enjoy your gift!,Charlie,Emma Smith,SN944234,SP-5914
Amazon.com,ORD971564,2024-04-20,PO16134,EUR,259.22,19.61,15.96,68.39,1683.52,2073.76,156.88,B0792049,Used - Acceptable,8,Gift Card,Delivered,In Transit,2025-03-06,Expedited,"339 Main St, City 75, USA","112 Elm St, City 21, USA",Amazon Logistics - TRK786232,Product-109,Happy Birthday!,Alice,John Doe,SN422597,SP-8188
Amazon.com,ORD383262,2024-06-16,PO60772,USD,359.06,67.87,21.49,76.65,700.56,718.12,135.74,B0929258,Refurbished,2,Debit Card,Pending,Returned,2025-03-11,Two-Day,"753 Main St, City 52, USA","387 Elm St, City 72, USA",UPS - TRK282630,Product-380,Enjoy your gift!,,,SN915278,SP-8822
eBay,ORD924004,2025-02-23,PO32254,USD,303.29,44.81,18.7,68.44,1398.3,1516.45,224.05,B0862208,Refurbished,5,PayPal,Cancelled,Pending,2025-03-11,Standard,"891 Main St, City 88, USA","307 Elm St, City 85, USA",DHL - TRK696172,Product-415,,,John Doe,SN865473,SP-5434
Walmart,ORD275473,2024-11-10,PO63723,INR,413.1,50.17,32.83,69.8,2360.82,2478.6,301.02,B0876909,Used - Acceptable,6,PayPal,Pending,Delivered,2025-03-05,Standard,"199 Main St, City 37, USA","337 Elm St, City 24, USA",UPS - TRK235914,Product-43,,Bob,,SN187906,SP-5179
Amazon.com,ORD280504,2024-07-22,PO28378,AUD,450.85,50.33,28.21,4.1,1491.24,1352.55,150.99,B0230611,New,3,PayPal,Delivered,Returned,2025-03-04,Standard,"151 Main St, City 2, USA","130 Elm St, City 54, USA",UPS - TRK256982,Product-151,Happy Birthday!,,Emma Smith,SN555781,SP-9828
Walmart,ORD887640,2025-03-14,PO62801,GBP,253.9,14.59,49.53,64.66,815.32,1015.6,58.36,B0440628,New,4,Debit Card,Cancelled,Pending,2025-03-05,Two-Day,"497 Main St, City 44, USA","700 Elm St, City 66, USA",UPS - TRK708444,Product-124,Happy Birthday!,,,SN624046,SP-8039
Walmart,ORD320770,2024-08-25,PO70398,AUD,127.13,14.34,49.85,25.76,231.42,254.26,28.68,B0199974,Used - Like New,2,Credit Card,Delivered,Delivered,2025-03-21,Same-Day,"537 Main St, City 25, USA","353 Elm St, City 9, USA",USPS - TRK997120,Product-309,Enjoy your gift!,Alice,John Doe,SN325284,SP-2564
eBay,ORD498342,2024-08-18,PO89504,USD,237.33,38.3,48.32,18.82,1797.67,1661.31,268.1,B0394320,Refurbished,7,Credit Card,Cancelled,Pending,2025-02-27,Two-Day,"449 Main St, City 22, USA","437 Elm St, City 3, USA",Amazon Logistics - TRK587737,Product-172,,Bob,Emma Smith,SN242095,SP-1417
Best Buy,ORD388251,2024-06-13,PO20215,EUR,467.58,60.18,11.04,40.0,3902.08,3740.64,481.44,B0772981,New,8,Debit Card,Cancelled,In Transit,2025-03-09,Standard,"348 Main St, City 98, USA","227 Elm St, City 52, USA",FedEx - TRK926677,Product-419,Happy Birthday!,Charlie,John Doe,SN206632,SP-6164
Target,ORD160852,2024-11-17,PO34250,INR,232.17,24.54,35.68,0.85,1279.3,1160.85,122.7,B0252794,Refurbished,5,Credit Card,Cancelled,Pending,2025-03-19,Same-Day,"593 Main St, City 18, USA","307 Elm St, City 30, USA",USPS - TRK691332,Product-290,Enjoy your gift!,Bob,,SN460162,SP-7803
Amazon.com,ORD470703,2024-11-13,PO65729,AUD,296.02,20.07,38.7,46.61,2425.32,2664.18,180.63,B0430551,Used - Like New,9,Debit Card,Delivered,Delivered,2025-02-23,Two-Day,"809 Main St, City 26, USA","329 Elm St, City 44, USA",DHL - TRK481292,Product-473,Happy Birthday!,Bob,John Doe,SN112857,SP-4618
eBay,ORD146148,2024-09-19,PO82473,EUR,106.42,7.61,21.15,2.7,556.65,532.1,38.05,B0391541,New,5,PayPal,Pending,Delivered,2025-03-01,Same-Day,"560 Main St, City 27, USA","915 Elm St, City 33, USA",Amazon Logistics - TRK167392,Product-280,Enjoy your gift!,Alice,,SN305552,SP-6163
Target,ORD644238,2024-06-19,PO12115,GBP,458.36,52.03,38.9,10.91,2996.88,2750.16,312.18,B0932677,New,6,Gift Card,Pending,In Transit,2025-03-15,Two-Day,"502 Main St, City 19, USA","856 Elm St, City 51, USA",USPS - TRK968460,Product-126,,Charlie,Emma Smith,SN573421,SP-3217
Walmart,ORD123736,2024-08-01,PO58108,INR,209.11,38.35,48.56,8.84,715.86,627.33,115.05,B0318124,New,3,Debit Card,Cancelled,In Transit,2025-03-17,Standard,"347 Main St, City 9, USA","154 Elm St, City 54, USA",UPS - TRK106414,Product-209,,,,SN966623,SP-6815
Walmart,ORD506034,2024-06-04,PO42600,GBP,54.24,7.15,28.53,15.98,45.41,54.24,7.15,B0757264,New,1,Debit Card,Shipped,Returned,2025-02-22,Two-Day,"298 Main St, City 13, USA","435 Elm St, City 70, USA",USPS - TRK351784,Product-352,Happy Birthday!,Alice,,SN577946,SP-4504
eBay,ORD703287,2025-02-10,PO93983,GBP,40.17,6.97,21.27,6.59,243.3,241.02,41.82,B0196847,Refurbished,6,Debit Card,Shipped,Delivered,2025-03-03,Same-Day,"474 Main St, City 13, USA","724 Elm St, City 35, USA",Amazon Logistics - TRK179903,Product-144,Happy Birthday!,,Emma Smith,SN854998,SP-1178
Target,ORD476434,2024-12-11,PO46935,AUD,287.18,17.18,9.73,0.25,1520.55,1435.9,85.9,B0335631,New,5,Credit Card,Delivered,Returned,2025-03-18,Two-Day,"879 Main St, City 95, USA","750 Elm St, City 41, USA",USPS - TRK451256,Product-68,Happy Birthday!,Charlie,Emma Smith,SN762966,SP-8469
Target,ORD853661,2024-05-29,PO72971,AUD,275.77,48.46,7.2,21.69,605.08,551.54,96.92,B0715323,Refurbished,2,Debit Card,Cancelled,In Transit,2025-02-23,Standard,"735 Main St, City 99, USA","259 Elm St, City 70, USA",UPS - TRK489312,Product-151,Enjoy your gift!,Bob,,SN689598,SP-4681
Amazon.com,ORD921114,2024-09-29,PO30172,INR,29.18,4.5,41.03,6.21,164.82,175.08,27.0,B0210899,Used - Like New,6,PayPal,Shipped,Returned,2025-02-28,Two-Day,"834 Main St, City 40, USA","660 Elm St, City 17, USA",FedEx - TRK690484,Product-484,,Alice,John Doe,SN804182,SP-6650
Target,ORD777108,2024-05-19,PO42918,USD,264.39,15.58,24.14,49.67,1381.8,1586.34,93.48,B0638297,Used - Acceptable,6,Debit Card,Delivered,Returned,2025-03-08,Same-Day,"881 Main St, City 83, USA","155 Elm St, City 16, USA",FedEx - TRK308600,Product-63,,Bob,,SN404975,SP-9937
Walmart,ORD571659,2024-08-15,PO27606,AUD,152.3,27.33,36.5,23.96,1556.7,1523.0,273.3,B0986938,Used - Acceptable,10,PayPal,Pending,Returned,2025-02-24,Standard,"962 Main St, City 23, USA","534 Elm St, City 85, USA",DHL - TRK332765,Product-384,Enjoy your gift!,Bob,Emma Smith,SN571053,SP-6088
Target,ORD794481,2024-07-20,PO55131,EUR,218.04,17.39,40.66,15.19,440.48,436.08,34.78,B0628796,Used - Acceptable,2,PayPal,Cancelled,Delivered,2025-02-22,Two-Day,"590 Main St, City 83, USA","658 Elm St, City 34, USA",Amazon Logistics - TRK189931,Product-346,Enjoy your gift!,Bob,,SN352031,SP-5082
Walmart,ORD209698,2025-03-09,PO84293,EUR,169.76,22.53,10.02,3.7,1320.13,1188.32,157.71,B0563199,Refurbished,7,Gift Card,Shipped,Returned,2025-03-12,Two-Day,"226 Main St, City 55, USA","550 Elm St, City 74, USA",USPS - TRK443446,Product-488,,Charlie,Emma Smith,SN545216,SP-5139
Target,ORD265740,2024-10-11,PO16226,INR,127.07,8.77,32.38,2.64,666.0,635.35,43.85,B0257200,Refurbished,5,Debit Card,Delivered,Delivered,2025-03-22,Same-Day,"975 Main St, City 23, USA","519 Elm St, City 89, USA",FedEx - TRK556728,Product-357,,,John Doe,SN901805,SP-2585
Best Buy,ORD795955,2024-10-15,PO49601,EUR,59.18,6.23,27.16,10.69,328.32,355.08,37.38,B0725367,Used - Like New,6,Credit Card,Cancelled,Pending,2025-02-25,Standard,"319 Main St, City 1, USA","272 Elm St, City 10, USA",FedEx - TRK147241,Product-329,Happy Birthday!,Alice,,SN730177,SP-6025
Amazon.com,ORD806857,2024-08-01,PO96502,INR,32.83,3.93,25.61,4.34,226.94,229.81,27.51,B0502705,Refurbished,7,Gift Card,Cancelled,Pending,2025-02-23,Same-Day,"715 Main St, City 22, USA","336 Elm St, City 12, USA",Amazon Logistics - TRK269021,Product-263,Happy Birthday!,,John Doe,SN927571,SP-6321
Best Buy,ORD716001,2024-08-09,PO18309,EUR,139.29,16.88,24.4,6.84,1045.31,975.03,118.16,B0108774,New,7,PayPal,Pending,Delivered,2025-03-19,Expedited,"932 Main St, City 32, USA","666 Elm St, City 65, USA",DHL - TRK795640,Product-405,Enjoy your gift!,Alice,,SN664877,SP-2606
Walmart,ORD310713,2024-05-22,PO23332,USD,184.46,24.93,24.72,4.42,2049.7,1844.6,249.3,B0218843,Used - Like New,10,PayPal,Delivered,Delivered,2025-03-22,Two-Day,"355 Main St, City 85, USA","843 Elm St, City 75, USA",UPS - TRK948079,Product-34,Enjoy your gift!,Charlie,John Doe,SN930225,SP-9455
Best Buy,ORD298396,2025-01-13,PO48885,AUD,412.53,26.98,36.18,42.0,397.51,412.53,26.98,B0700228,Refurbished,1,Gift Card,Shipped,In Transit,2025-03-02,Expedited,"401 Main St, City 67, USA","390 Elm St, City 98, USA",UPS - TRK644265,Product-83,Happy Birthday!,Bob,,SN312861,SP-8311
Walmart,ORD906545,2024-05-28,PO54432,AUD,38.22,5.43,18.55,4.88,348.93,343.98,48.87,B0221166,New,9,Gift Card,Delivered,Delivered,2025-03-02,Two-Day,"147 Main St, City 14, USA","198 Elm St, City 92, USA",USPS - TRK634072,Product-400,Happy Birthday!,Alice,,SN171590,SP-7119
