Website,Order ID,Order Date,Purchase Order Number,Currency,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal,Shipment Item Subtotal Tax,ASIN,Product Condition,Quantity,Payment Instrument Type,Order Status,Shipment Status,Ship Date,Shipping Option,Shipping Address,Billing Address,Carrier Name & Tracking Number,Product Name,Gift Message,Gift Sender Name,Gift Recipient Contact Details,Item Serial Number
eBay,ORD250917,12-09-2025,PO43899,USD,169.12,17.03,30.62,291.98,2799.83,3044.16,294.38,B03151925,Used - Acceptable,18,PayPal,Pending,In Transit,18-07-2025,Standard,"996 Main St, City 3, USA","885 Elm St, City 98, USA",FedEx - TRK291093,Product-826,Congratulations!,,Emma Smith,SN878243
Amazon,ORD928834,23-03-2025,PO74962,GBP,600.2,49.18,36.5,210.64,2275.84,2400.8,404.06,B02809115,Used - Good,4,Debit Card,Processing,Delivered,19-08-2025,Expedited,"79 Main St, City 63, USA","95 Elm St, City 60, USA",FedEx - TRK947395,Product-379,Best Wishes!,,John Doe,SN393868
Best Buy,ORD465275,08-07-2025,PO36073,USD,623.46,65.58,17.78,782.68,10522.96,11222.28,1056.19,B07875451,New,18,Credit Card,Pending,In Transit,17-07-2025,Standard,"24 Main St, City 67, USA","170 Elm St, City 28, USA",FedEx - TRK293779,Product-311,Happy Birthday!,David,Emma Smith,SN251429
Amazon,ORD205914,10-09-2025,PO63421,EUR,296.74,30.06,30.56,554.77,4253.69,4747.84,427.23,B03830532,Used - Good,16,Credit Card,Shipped,In Transit,27-08-2025,Same-Day,"456 Main St, City 70, USA","507 Elm St, City 26, USA",DHL - TRK678996,Product-855,Congratulations!,Alice,Michael Brown,SN957282
Amazon,ORD164548,28-03-2025,PO45437,USD,113.68,15.9,6.02,105.95,484.37,568.4,100.99,B09864580,Used - Good,5,Debit Card,Shipped,In Transit,16-02-2025,Expedited,"178 Main St, City 35, USA","39 Elm St, City 11, USA",UPS - TRK833202,Product-997,Best Wishes!,Bob,,SN134435
Amazon,ORD609826,18-12-2025,PO78969,EUR,194.56,34.09,10.84,255.95,1929.14,2140.16,409.3,B08526993,New,11,PayPal,Processing,Delivered,06-04-2025,Standard,"796 Main St, City 63, USA","852 Elm St, City 78, USA",FedEx - TRK760270,Product-396,Happy Birthday!,Charlie,,SN411710
eBay,ORD541750,12-11-2025,PO70727,USD,137.23,12.49,40.12,46.52,1103.93,1097.84,180.86,B06068435,Used - Good,8,Credit Card,Processing,In Transit,02-09-2025,Same-Day,"518 Main St, City 60, USA","380 Elm St, City 96, USA",UPS - TRK664142,Product-843,Enjoy your gift!,David,John Doe,SN700621
Amazon,ORD280658,18-01-2025,PO72876,GBP,835.98,105.8,26.83,1498.74,6993.69,8359.8,893.32,B09681960,New,10,Debit Card,Shipped,Pending,17-06-2025,Standard,"651 Main St, City 16, USA","161 Elm St, City 85, USA",UPS - TRK996752,Product-240,Happy Birthday!,Charlie,,SN722903
eBay,ORD491385,06-12-2025,PO29483,EUR,157.48,30.74,6.13,467.4,2561.59,2992.12,416.32,B03143868,New,19,PayPal,Shipped,Pending,19-01-2025,Expedited,"335 Main St, City 21, USA","515 Elm St, City 34, USA",UPS - TRK808848,Product-287,Happy Birthday!,David,Emma Smith,SN579708
Best Buy,ORD747827,21-07-2025,PO43208,USD,849.84,87.54,38.39,1286.18,6488.31,7648.56,1024.54,B08405777,New,9,Credit Card,Processing,In Transit,18-08-2025,Expedited,"253 Main St, City 74, USA","539 Elm St, City 89, USA",FedEx - TRK745391,Product-484,Congratulations!,David,Emma Smith,SN111010
eBay,ORD829591,11-10-2025,PO79562,GBP,699.43,139.77,31.63,339.03,2630.09,2797.72,352.72,B07839429,Used - Good,4,PayPal,Processing,Pending,27-04-2025,Same-Day,"145 Main St, City 53, USA","855 Elm St, City 68, USA",DHL - TRK804662,Product-531,Happy Birthday!,David,John Doe,SN994515
eBay,ORD386172,07-04-2025,PO44136,EUR,67.42,3.55,43.12,74.29,781.42,809.04,107.47,B05857361,New,12,Credit Card,Processing,In Transit,11-02-2025,Expedited,"704 Main St, City 29, USA","918 Elm St, City 6, USA",UPS - TRK651474,Product-224,Happy Birthday!,,Emma Smith,SN608606
Best Buy,ORD916340,05-09-2025,PO19099,GBP,121.3,10.26,14.22,73.68,799.9,849.1,54.02,B03616069,Used - Acceptable,7,PayPal,Pending,In Transit,09-06-2025,Same-Day,"883 Main St, City 66, USA","729 Elm St, City 27, USA",DHL - TRK938856,Product-696,Best Wishes!,,,SN153273
Amazon,ORD605880,04-02-2025,PO89114,USD,298.45,46.22,47.87,32.95,658.04,596.9,113.56,B07957986,Used - Acceptable,2,Debit Card,Processing,Pending,17-10-2025,Standard,"297 Main St, City 4, USA","586 Elm St, City 5, USA",UPS - TRK968602,Product-960,,Charlie,John Doe,SN414061
Best Buy,ORD823205,05-04-2025,PO48284,USD,481.89,30.02,43.3,34.46,4857.76,4818.9,823.52,B08349972,New,10,Credit Card,Pending,In Transit,19-02-2025,Expedited,"151 Main St, City 13, USA","896 Elm St, City 87, USA",FedEx - TRK344799,Product-497,,Charlie,John Doe,SN547389
eBay,ORD800270,26-12-2025,PO92073,USD,718.31,53.1,11.56,5.69,2213.9,2154.93,218.71,B06622318,Used - Good,3,Credit Card,Processing,In Transit,13-08-2025,Same-Day,"71 Main St, City 21, USA","502 Elm St, City 66, USA",FedEx - TRK798280,Product-743,Congratulations!,Alice,,SN682058
eBay,ORD529209,03-01-2025,PO99910,EUR,703.82,86.6,43.09,545.03,6622.86,7038.2,871.2,B03026384,Used - Acceptable,10,Credit Card,Shipped,Delivered,01-03-2025,Standard,"378 Main St, City 70, USA","602 Elm St, City 41, USA",DHL - TRK999359,Product-516,Enjoy your gift!,Bob,John Doe,SN551126
eBay,ORD102577,02-01-2025,PO29094,USD,514.89,69.33,39.34,1007.52,5279.83,6178.68,740.95,B08037237,Used - Good,12,PayPal,Pending,Pending,25-10-2025,Expedited,"339 Main St, City 30, USA","336 Elm St, City 62, USA",FedEx - TRK482059,Product-305,Congratulations!,David,,SN600020
Amazon,ORD589500,06-07-2025,PO25053,EUR,60.87,3.32,35.83,6.81,336.69,304.35,44.11,B08109105,New,5,Debit Card,Pending,Pending,18-03-2025,Standard,"567 Main St, City 3, USA","323 Elm St, City 3, USA",UPS - TRK705238,Product-110,Enjoy your gift!,Alice,Emma Smith,SN311387
eBay,ORD351315,08-10-2025,PO87515,EUR,359.92,18.99,40.7,372.0,2567.05,2879.36,523.45,B08143412,Used - Good,8,Debit Card,Shipped,Pending,01-12-2025,Same-Day,"569 Main St, City 99, USA","669 Elm St, City 39, USA",DHL - TRK517252,Product-912,,Bob,Emma Smith,SN119547
eBay,ORD307522,04-05-2025,PO25729,GBP,609.14,81.41,41.9,228.47,4767.96,4873.12,875.74,B06164774,Used - Good,8,Debit Card,Processing,Delivered,19-02-2025,Expedited,"22 Main St, City 10, USA","447 Elm St, City 3, USA",FedEx - TRK829825,Product-492,Best Wishes!,Alice,John Doe,SN380491
Amazon,ORD878160,22-11-2025,PO25351,GBP,607.85,42.97,41.2,768.77,4178.2,4862.8,687.52,B06377760,New,8,Credit Card,Shipped,Delivered,04-11-2025,Same-Day,"179 Main St, City 11, USA","40 Elm St, City 97, USA",UPS - TRK191931,Product-325,,Charlie,John Doe,SN681775
Amazon,ORD706607,06-01-2025,PO20694,EUR,156.58,28.39,45.63,25.5,2240.64,2192.12,114.52,B08410031,Used - Good,14,Debit Card,Shipped,Delivered,03-11-2025,Expedited,"474 Main St, City 75, USA","329 Elm St, City 21, USA",UPS - TRK782746,Product-708,Best Wishes!,Bob,John Doe,SN604549
eBay,ORD109991,15-06-2025,PO28975,EUR,618.85,67.96,7.34,98.5,6784.15,6807.35,1266.69,B02367722,Used - Good,11,Debit Card,Pending,Delivered,14-12-2025,Same-Day,"409 Main St, City 79, USA","608 Elm St, City 68, USA",DHL - TRK781978,Product-138,Best Wishes!,Charlie,Emma Smith,SN915803
eBay,ORD310856,22-09-2025,PO95163,GBP,842.12,80.28,28.81,1591.75,11149.14,12631.8,1704.79,B03204706,Used - Acceptable,15,PayPal,Shipped,Pending,11-02-2025,Standard,"842 Main St, City 64, USA","551 Elm St, City 60, USA",UPS - TRK484324,Product-186,Enjoy your gift!,Bob,Emma Smith,SN551335
eBay,ORD913370,14-09-2025,PO80980,USD,773.19,108.9,20.21,912.1,3856.15,4639.14,577.77,B09170582,New,6,Credit Card,Shipped,In Transit,10-02-2025,Same-Day,"371 Main St, City 77, USA","437 Elm St, City 26, USA",DHL - TRK833798,Product-335,Best Wishes!,Bob,,SN883531
Amazon,ORD934850,01-04-2025,PO14398,USD,464.21,42.6,35.99,215.47,3112.59,3249.47,231.48,B04164008,Used - Acceptable,7,Debit Card,Processing,Delivered,11-08-2025,Expedited,"629 Main St, City 21, USA","118 Elm St, City 46, USA",UPS - TRK752738,Product-848,Best Wishes!,David,John Doe,SN391316
Amazon,ORD665072,08-09-2025,PO89970,EUR,710.9,79.29,29.98,2445.24,11171.13,13507.1,1118.82,B09249873,Used - Good,19,PayPal,Shipped,In Transit,09-02-2025,Standard,"183 Main St, City 67, USA","498 Elm St, City 72, USA",UPS - TRK954804,Product-615,Best Wishes!,Charlie,John Doe,SN663269
eBay,ORD730077,23-11-2025,PO65622,EUR,774.35,117.5,24.26,326.7,3686.81,3871.75,607.89,B05831346,Used - Good,5,Debit Card,Pending,Pending,17-01-2025,Expedited,"339 Main St, City 43, USA","946 Elm St, City 88, USA",DHL - TRK384901,Product-581,,David,Michael Brown,SN604483
Best Buy,ORD714735,24-05-2025,PO16150,USD,431.74,80.6,9.08,1372.03,7352.45,8634.8,717.68,B06815580,Used - Acceptable,20,Debit Card,Shipped,Delivered,20-09-2025,Standard,"435 Main St, City 77, USA","476 Elm St, City 45, USA",FedEx - TRK238330,Product-137,Happy Birthday!,Alice,Emma Smith,SN397045
eBay,ORD659989,02-01-2025,PO55559,EUR,746.57,129.77,35.99,348.59,12508.86,12691.69,2351.42,B08209958,New,17,Debit Card,Processing,Pending,18-08-2025,Standard,"121 Main St, City 5, USA","964 Elm St, City 19, USA",DHL - TRK436409,Product-747,Best Wishes!,Bob,Michael Brown,SN569725
Amazon,ORD159552,27-11-2025,PO13072,GBP,903.56,55.13,48.43,1884.01,15387.19,17167.64,2511.82,B05431368,New,19,Credit Card,Processing,Pending,21-04-2025,Standard,"291 Main St, City 44, USA","815 Elm St, City 93, USA",UPS - TRK349972,Product-267,Enjoy your gift!,Charlie,Emma Smith,SN393227
Amazon,ORD104383,03-10-2025,PO28472,USD,428.97,44.63,39.98,542.23,5976.93,6434.55,587.16,B02846424,Used - Acceptable,15,Debit Card,Shipped,Pending,15-09-2025,Expedited,"611 Main St, City 87, USA","733 Elm St, City 33, USA",DHL - TRK218846,Product-332,Best Wishes!,Alice,,SN746250
eBay,ORD156908,02-08-2025,PO52329,EUR,396.34,36.5,29.01,358.92,5255.35,5548.76,996.68,B05672838,New,14,Debit Card,Pending,Pending,05-07-2025,Expedited,"513 Main St, City 58, USA","779 Elm St, City 14, USA",FedEx - TRK147635,Product-399,Congratulations!,Alice,,SN753024
Best Buy,ORD330654,04-11-2025,PO46714,EUR,605.18,31.47,10.2,183.17,1068.86,1210.36,149.02,B06011557,Used - Good,2,PayPal,Pending,Delivered,09-07-2025,Standard,"579 Main St, City 40, USA","977 Elm St, City 93, USA",FedEx - TRK592649,Product-665,,,,SN317699
Best Buy,ORD282279,27-02-2025,PO93609,USD,733.44,122.33,23.06,1615.22,8064.89,9534.72,1008.41,B01685061,Used - Acceptable,13,Credit Card,Shipped,Delivered,13-01-2025,Standard,"602 Main St, City 30, USA","285 Elm St, City 15, USA",DHL - TRK558653,Product-617,Congratulations!,David,Michael Brown,SN769784
Best Buy,ORD418714,18-06-2025,PO27705,EUR,354.72,41.47,5.11,207.45,903.29,1064.16,176.49,B05430703,Used - Good,3,Debit Card,Processing,Delivered,26-03-2025,Standard,"11 Main St, City 71, USA","821 Elm St, City 46, USA",FedEx - TRK614803,Product-231,Best Wishes!,David,Michael Brown,SN891712
Amazon,ORD567208,09-09-2025,PO58770,GBP,680.31,67.53,8.74,1070.13,4448.62,5442.48,922.53,B02132185,Used - Acceptable,8,Credit Card,Shipped,Pending,11-06-2025,Expedited,"822 Main St, City 14, USA","924 Elm St, City 37, USA",UPS - TRK886573,Product-990,Congratulations!,Bob,Michael Brown,SN559652
Amazon,ORD746131,05-03-2025,PO68999,EUR,356.1,71.09,14.96,1179.04,5316.81,6409.8,939.48,B04495591,New,18,PayPal,Pending,In Transit,07-12-2025,Standard,"447 Main St, City 53, USA","652 Elm St, City 95, USA",FedEx - TRK921422,Product-502,,Bob,John Doe,SN437282
Amazon,ORD861553,13-12-2025,PO52100,USD,775.66,46.05,6.02,2267.6,10195.03,12410.56,1127.87,B08648713,Used - Good,16,Credit Card,Shipped,In Transit,19-07-2025,Standard,"447 Main St, City 36, USA","849 Elm St, City 45, USA",DHL - TRK131397,Product-217,Enjoy your gift!,Alice,,SN980213
Amazon,ORD780522,16-03-2025,PO89018,EUR,651.48,33.52,30.96,773.43,3199.93,3908.88,575.15,B06651414,New,6,PayPal,Pending,Pending,09-12-2025,Expedited,"189 Main St, City 19, USA","366 Elm St, City 19, USA",UPS - TRK192985,Product-326,Happy Birthday!,Charlie,John Doe,SN717880
Amazon,ORD895052,17-10-2025,PO73180,GBP,171.88,31.79,23.73,102.83,983.97,1031.28,179.77,B04588715,Used - Good,6,PayPal,Shipped,In Transit,21-06-2025,Expedited,"94 Main St, City 75, USA","210 Elm St, City 18, USA",UPS - TRK158381,Product-810,Enjoy your gift!,Bob,Emma Smith,SN500987
eBay,ORD333134,27-10-2025,PO75226,USD,426.85,48.64,16.69,194.63,2004.95,2134.25,316.19,B09265344,Used - Good,5,PayPal,Processing,Pending,08-05-2025,Same-Day,"835 Main St, City 68, USA","985 Elm St, City 80, USA",UPS - TRK380238,Product-995,Happy Birthday!,,Emma Smith,SN336554
Amazon,ORD618609,22-04-2025,PO10480,GBP,412.63,56.98,44.52,34.51,479.62,412.63,72.65,B08199709,Used - Acceptable,1,Debit Card,Processing,Delivered,21-03-2025,Expedited,"355 Main St, City 64, USA","475 Elm St, City 98, USA",DHL - TRK168873,Product-104,Happy Birthday!,Charlie,,SN180587
Amazon,ORD915506,10-11-2025,PO71155,GBP,397.91,26.24,21.27,401.9,2033.07,2387.46,383.91,B03407131,Used - Good,6,Debit Card,Processing,In Transit,11-10-2025,Same-Day,"722 Main St, City 81, USA","230 Elm St, City 28, USA",UPS - TRK923470,Product-523,Best Wishes!,Charlie,Emma Smith,SN440498
Amazon,ORD175659,19-12-2025,PO47756,GBP,366.85,47.71,41.06,205.94,6486.13,6603.3,917.47,B07028212,Used - Good,18,PayPal,Processing,Pending,28-02-2025,Standard,"638 Main St, City 24, USA","657 Elm St, City 32, USA",DHL - TRK621538,Product-661,Congratulations!,Charlie,,SN334290
eBay,ORD458450,03-04-2025,PO36134,USD,647.43,113.72,49.79,57.17,2048.63,1942.29,357.5,B02714085,Used - Good,3,PayPal,Processing,Pending,23-07-2025,Standard,"70 Main St, City 26, USA","503 Elm St, City 11, USA",FedEx - TRK877489,Product-467,,David,Michael Brown,SN729822
eBay,ORD912135,04-07-2025,PO64332,USD,692.1,82.19,8.47,461.61,3781.65,4152.6,611.13,B09618606,Used - Acceptable,6,Debit Card,Pending,Delivered,15-12-2025,Standard,"663 Main St, City 45, USA","359 Elm St, City 55, USA",UPS - TRK940471,Product-443,Enjoy your gift!,Alice,Emma Smith,SN300231
eBay,ORD721919,25-06-2025,PO62624,USD,996.69,156.39,8.77,1034.05,18068.22,18937.11,2333.33,B03437817,New,19,PayPal,Shipped,In Transit,26-01-2025,Same-Day,"364 Main St, City 18, USA","366 Elm St, City 74, USA",FedEx - TRK696526,Product-641,Happy Birthday!,,John Doe,SN160480
Best Buy,ORD530483,16-04-2025,PO99151,USD,70.3,10.35,5.62,106.43,753.14,843.6,157.5,B03101609,Used - Good,12,PayPal,Processing,In Transit,16-01-2025,Expedited,"866 Main St, City 63, USA","16 Elm St, City 79, USA",DHL - TRK387504,Product-293,Congratulations!,Bob,John Doe,SN448804
eBay,ORD151994,02-04-2025,PO98569,GBP,926.63,70.85,36.06,2216.14,9936.96,12046.19,1361.71,B03633813,Used - Acceptable,13,PayPal,Shipped,Pending,15-10-2025,Expedited,"86 Main St, City 55, USA","488 Elm St, City 98, USA",UPS - TRK998248,Product-193,Best Wishes!,,John Doe,SN173917
eBay,ORD166294,15-01-2025,PO14427,USD,437.47,46.08,41.65,64.51,898.16,874.94,65.55,B04685211,Used - Acceptable,2,Credit Card,Pending,Delivered,09-07-2025,Standard,"772 Main St, City 29, USA","675 Elm St, City 49, USA",DHL - TRK602874,Product-137,Best Wishes!,,John Doe,SN295633
Amazon,ORD876839,16-10-2025,PO94906,USD,960.55,127.77,26.9,1836.93,7923.24,9605.5,1677.98,B08132618,Used - Good,10,Credit Card,Pending,Delivered,15-04-2025,Same-Day,"51 Main St, City 34, USA","436 Elm St, City 25, USA",FedEx - TRK271026,Product-536,Best Wishes!,Charlie,Michael Brown,SN509660
Amazon,ORD694612,22-08-2025,PO77970,USD,206.06,24.94,37.81,421.1,1908.31,2266.66,255.26,B02220324,Used - Good,11,PayPal,Pending,Pending,04-06-2025,Same-Day,"521 Main St, City 25, USA","18 Elm St, City 68, USA",FedEx - TRK808664,Product-529,Happy Birthday!,Alice,John Doe,SN691432
Best Buy,ORD473285,07-03-2025,PO92084,USD,321.24,46.3,18.48,433.61,3164.81,3533.64,330.59,B09958278,New,11,PayPal,Pending,In Transit,02-11-2025,Expedited,"784 Main St, City 13, USA","105 Elm St, City 56, USA",UPS - TRK592373,Product-321,Best Wishes!,Charlie,John Doe,SN544139
Best Buy,ORD948463,08-02-2025,PO22661,USD,297.98,16.52,46.61,743.92,4384.87,5065.66,735.85,B04049801,Used - Acceptable,17,Debit Card,Pending,In Transit,02-12-2025,Expedited,"105 Main St, City 58, USA","45 Elm St, City 39, USA",DHL - TRK703155,Product-977,Best Wishes!,Alice,,SN171126
Amazon,ORD439388,09-08-2025,PO65188,USD,493.01,73.1,20.22,101.07,978.27,986.02,173.94,B09684850,New,2,Debit Card,Pending,Pending,14-07-2025,Expedited,"484 Main St, City 97, USA","650 Elm St, City 17, USA",DHL - TRK798527,Product-220,Enjoy your gift!,,,SN513439
eBay,ORD739106,12-03-2025,PO66024,EUR,412.8,27.41,23.4,50.99,412.62,412.8,49.26,B03260956,Used - Good,1,Credit Card,Shipped,Pending,13-08-2025,Expedited,"664 Main St, City 87, USA","707 Elm St, City 12, USA",FedEx - TRK299509,Product-850,Happy Birthday!,Bob,John Doe,SN173380
eBay,ORD516942,13-02-2025,PO17144,GBP,690.68,94.92,29.4,28.26,11146.94,11050.88,1292.74,B03399629,New,16,Credit Card,Pending,Pending,09-04-2025,Same-Day,"785 Main St, City 95, USA","313 Elm St, City 14, USA",DHL - TRK258655,Product-124,,,Michael Brown,SN457846
Best Buy,ORD136767,06-09-2025,PO67799,GBP,912.67,145.54,18.36,52.27,1024.3,912.67,101.0,B07827425,Used - Good,1,Credit Card,Processing,In Transit,06-06-2025,Expedited,"891 Main St, City 55, USA","503 Elm St, City 30, USA",FedEx - TRK925529,Product-539,,Charlie,Michael Brown,SN404495
eBay,ORD996778,03-05-2025,PO54691,GBP,474.87,37.37,18.65,282.48,4047.37,4273.83,568.25,B02112683,New,9,Debit Card,Processing,Pending,03-01-2025,Expedited,"37 Main St, City 9, USA","273 Elm St, City 6, USA",FedEx - TRK378265,Product-210,Congratulations!,Alice,John Doe,SN562180
eBay,ORD777510,19-02-2025,PO50634,GBP,129.51,25.16,40.74,57.25,2598.85,2590.2,476.17,B03916716,Used - Good,20,Debit Card,Pending,In Transit,13-06-2025,Same-Day,"189 Main St, City 69, USA","48 Elm St, City 69, USA",UPS - TRK182300,Product-901,Best Wishes!,Bob,,SN777476
Amazon,ORD457262,12-02-2025,PO28207,USD,872.2,166.13,40.04,1261.43,6794.54,7849.8,1515.03,B04157944,New,9,Credit Card,Pending,Pending,22-09-2025,Same-Day,"683 Main St, City 55, USA","921 Elm St, City 6, USA",FedEx - TRK276305,Product-966,Best Wishes!,David,John Doe,SN548681
Amazon,ORD683946,12-02-2025,PO18110,USD,950.19,141.46,11.99,375.9,3578.31,3800.76,466.13,B06925110,Used - Good,4,Credit Card,Pending,In Transit,04-10-2025,Same-Day,"269 Main St, City 37, USA","195 Elm St, City 77, USA",FedEx - TRK634743,Product-949,Best Wishes!,Alice,,SN835844
Best Buy,ORD123064,23-04-2025,PO96008,EUR,866.72,121.73,38.36,983.14,4377.27,5200.32,786.23,B01239714,Used - Good,6,PayPal,Pending,In Transit,28-04-2025,Expedited,"50 Main St, City 81, USA","351 Elm St, City 26, USA",FedEx - TRK452465,Product-722,Happy Birthday!,Bob,John Doe,SN235106
Amazon,ORD126439,06-07-2025,PO89284,GBP,770.71,62.87,47.78,924.13,6122.91,6936.39,959.74,B03944003,Used - Acceptable,9,PayPal,Shipped,Delivered,19-08-2025,Same-Day,"797 Main St, City 100, USA","484 Elm St, City 39, USA",DHL - TRK205557,Product-978,,David,,SN704007
Amazon,ORD830559,17-10-2025,PO60191,GBP,204.55,24.41,30.78,14.16,1677.43,1636.4,315.39,B04987966,Used - Good,8,Credit Card,Processing,Pending,01-01-2025,Standard,"937 Main St, City 64, USA","807 Elm St, City 34, USA",FedEx - TRK400200,Product-830,Enjoy your gift!,David,Emma Smith,SN202450
eBay,ORD667422,02-01-2025,PO43736,GBP,223.41,42.49,33.81,404.91,2128.9,2457.51,166.58,B06095176,Used - Acceptable,11,PayPal,Pending,Delivered,04-10-2025,Same-Day,"615 Main St, City 3, USA","62 Elm St, City 66, USA",FedEx - TRK125442,Product-860,,Bob,Michael Brown,SN847355
eBay,ORD786479,26-01-2025,PO63293,USD,658.92,81.31,47.6,65.36,722.47,658.92,94.14,B08869855,Used - Good,1,Debit Card,Pending,In Transit,06-10-2025,Standard,"940 Main St, City 34, USA","562 Elm St, City 77, USA",UPS - TRK811861,Product-447,Happy Birthday!,,,SN984079
Amazon,ORD130554,14-03-2025,PO13168,EUR,824.2,91.96,27.22,1351.09,6185.89,7417.8,815.9,B01543314,Used - Good,9,PayPal,Shipped,Pending,14-05-2025,Same-Day,"668 Main St, City 85, USA","871 Elm St, City 82, USA",UPS - TRK635481,Product-893,Enjoy your gift!,Bob,Michael Brown,SN725538
Best Buy,ORD869691,09-10-2025,PO97076,GBP,227.02,26.09,41.03,324.13,3375.31,3632.32,536.84,B01613219,New,16,Debit Card,Shipped,Pending,27-06-2025,Expedited,"164 Main St, City 68, USA","4 Elm St, City 63, USA",DHL - TRK159613,Product-540,Best Wishes!,Charlie,Michael Brown,SN980247
Best Buy,ORD428446,25-07-2025,PO29745,GBP,361.98,34.55,38.38,1160.61,5427.96,6515.64,1124.45,B06658532,Used - Good,18,Credit Card,Shipped,In Transit,25-09-2025,Standard,"698 Main St, City 59, USA","348 Elm St, City 85, USA",DHL - TRK843835,Product-999,,David,Michael Brown,SN164639
Best Buy,ORD218962,03-11-2025,PO20368,EUR,765.45,102.96,17.77,1190.24,10412.24,11481.75,1987.62,B05559285,New,15,Credit Card,Shipped,Pending,05-05-2025,Standard,"808 Main St, City 16, USA","780 Elm St, City 98, USA",UPS - TRK868071,Product-155,Best Wishes!,David,Michael Brown,SN535404
Amazon,ORD900239,11-01-2025,PO47172,USD,71.01,12.81,37.31,85.26,603.95,639.09,114.47,B04617636,New,9,PayPal,Pending,Delivered,12-02-2025,Expedited,"214 Main St, City 89, USA","473 Elm St, City 21, USA",FedEx - TRK927637,Product-944,Congratulations!,Bob,Emma Smith,SN234126
eBay,ORD415349,14-02-2025,PO76131,GBP,398.18,60.9,14.44,206.24,3850.9,3981.8,232.57,B01810695,Used - Acceptable,10,Credit Card,Pending,In Transit,09-05-2025,Expedited,"503 Main St, City 54, USA","456 Elm St, City 28, USA",FedEx - TRK615693,Product-124,Best Wishes!,David,,SN627912
