Website,Order ID,Order Date,Purchase Order Number,Currency,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal,Shipment Item Subtotal Tax,ASIN,Product Condition,Quantity,Payment Instrument Type,Order Status,Shipment Status,Ship Date,Shipping Option,Shipping Address,Billing Address,Carrier Name & Tracking Number,Product Name,Gift Message,Gift Sender Name,Gift Recipient Contact Details,Item Serial Number
Target,fa3564db,2022-06-16,acec9a6c-21b,EUR,269.24,21.62,14.67,24.51,65.45,60.68,49.0,18a73eba-6,Used - Good,1,Credit Card,Returned,Delivered,,Same-Day,"123 Main St, NY","321 Maple Rd, FL",UPS-fca988f4-bb5,Mechanical Keyboard,Happy Birthday!,,anna@example.com,18a99d13-081e-4
eBay,9f7a1272,2024-12-10,aa9f3b38-8c1,AUD,33.12,20.44,17.81,23.69,333.0,426.59,8.83,fc670696-8,Refurbished,3,Bank Transfer,Returned,Pending,,Standard,"123 Main St, NY","123 Main St, NY",USPS-34e7f07d-15d,Wireless Headphones,Best Wishes!,,,828bc19e-1ede-4
eBay,0abe9e2a,2023-05-05,2b134a0f-a6d,CAD,85.8,23.06,10.21,6.5,467.97,336.27,17.33,116206b8-b,Used - Good,1,PayPal,Cancelled,Delivered,2023-05-09,Expedited,"456 Oak St, CA","123 Main St, NY",Amazon Logistics-e87be524-5de,Smartphone Case,Happy Birthday!,David,anna@example.com,5e64ea50-c90d-4
eBay,19e268a1,2022-09-13,aeaaceb9-6be,EUR,198.91,25.97,13.61,19.43,193.41,206.16,11.84,c1663847-f,Refurbished,3,Credit Card,Cancelled,Pending,,Expedited,"789 Pine Ave, TX","456 Oak St, CA",USPS-458e823e-893,USB-C Charger,Best Wishes!,,mark@example.com,46f4c4a3-eaec-4
BestBuy,7d7e6793,2024-01-14,1222bfc2-0b0,EUR,476.26,12.56,5.65,1.92,224.76,206.52,45.17,cc5ca7ad-b,Used - Good,4,Credit Card,Shipped,Out for Delivery,2024-01-18,Two-Day,"789 Pine Ave, TX","654 Birch Ln, WA",FedEx-a21e9a1a-1f2,Mechanical Keyboard,,Emma,mark@example.com,906ea4f9-73db-4
Walmart,b9b3ee94,2023-09-24,c329b537-77d,GBP,228.55,18.82,2.32,17.27,165.97,54.42,9.83,2f79e304-d,New,3,PayPal,Shipped,Out for Delivery,2023-10-04,Expedited,"654 Birch Ln, WA","456 Oak St, CA",UPS-70590572-99e,Smartphone Case,Happy Birthday!,Sarah,,6d823591-640a-4
Target,a1e9acb8,2022-08-08,43907b62-bae,USD,264.13,9.54,0.76,13.25,85.17,14.38,49.93,8fc70756-4,Refurbished,4,PayPal,Cancelled,Pending,2022-08-10,Same-Day,"456 Oak St, CA","123 Main St, NY",DHL-7587a727-433,Smartphone Case,,John,jane@example.com,76e86c84-11c7-4
Amazon,4d486bad,2022-06-20,2fd41bea-422,USD,66.98,24.64,8.76,16.99,158.06,60.19,5.41,f6a004b5-f,Used - Like New,3,Bank Transfer,Returned,Out for Delivery,,Same-Day,"654 Birch Ln, WA","789 Pine Ave, TX",Amazon Logistics-fad42f97-c4f,Smartphone Case,Happy Birthday!,,anna@example.com,4ebbef9e-2f27-4
BestBuy,77e0a599,2023-08-03,ce86507d-136,AUD,73.59,10.73,14.45,12.24,161.83,148.34,23.66,431bca5f-7,New,5,Gift Card,Pending,Out for Delivery,2023-08-12,Standard,"654 Birch Ln, WA","123 Main St, NY",Amazon Logistics-3ea3881d-fad,Smartphone Case,Congratulations!,David,jane@example.com,385e0559-5f11-4
Target,0e4decea,2022-06-25,f063922e-6b2,GBP,39.11,27.64,9.1,27.7,509.38,160.87,48.33,4e5559c2-a,Used - Like New,1,Credit Card,Returned,Pending,2022-06-26,Same-Day,"123 Main St, NY","654 Birch Ln, WA",USPS-e902a7d0-dc2,Smartphone Case,Happy Birthday!,Sarah,,5442718b-a603-4
eBay,2a254123,2022-03-29,02a27191-874,AUD,113.5,26.0,17.23,17.49,501.87,443.34,29.44,3bdd5a33-0,Used - Good,1,Credit Card,Pending,Delivered,,Two-Day,"123 Main St, NY","456 Oak St, CA",DHL-9442a889-745,Wireless Headphones,Happy Birthday!,Emma,,3996e22c-c6d6-4
Walmart,d62690ee,2024-12-17,d739fe2e-5c1,CAD,465.29,49.65,12.44,19.51,533.5,33.34,30.17,6caec910-0,New,5,PayPal,Shipped,Delivered,2024-12-26,Standard,"654 Birch Ln, WA","456 Oak St, CA",DHL-f7d11a75-a6a,USB-C Charger,Enjoy your gift!,Sarah,jane@example.com,602ed679-6924-4
Target,805fca20,2023-11-13,3a4a64a5-1da,GBP,41.88,38.44,5.92,25.27,350.34,246.43,34.23,209ccba6-1,Refurbished,5,PayPal,Cancelled,In Transit,,Standard,"789 Pine Ave, TX","654 Birch Ln, WA",DHL-013702c2-428,Smartphone Case,,,anna@example.com,872aca1d-c4e6-4
eBay,aa2d091e,2025-02-04,0f0360db-a77,CAD,204.76,10.88,19.69,22.16,519.35,257.04,18.34,4aa9262f-4,New,4,Credit Card,Returned,Pending,2025-02-08,Expedited,"654 Birch Ln, WA","321 Maple Rd, FL",USPS-eb1d8e69-3a3,Smartphone Case,Happy Birthday!,John,mark@example.com,453b4730-c100-4
BestBuy,c911226a,2024-07-13,1a06a672-2db,USD,399.92,34.94,3.85,10.78,154.63,165.47,27.86,3aec326a-f,Refurbished,1,Credit Card,Cancelled,In Transit,2024-07-17,Same-Day,"789 Pine Ave, TX","321 Maple Rd, FL",USPS-7a7c0303-1ca,Wireless Headphones,Best Wishes!,Michael,jane@example.com,e55abd5e-63c2-4
Target,25d177b8,2024-10-11,2a4884b9-d28,GBP,218.14,23.01,6.84,21.21,136.41,244.41,48.82,d444a4f8-f,Used - Good,2,Bank Transfer,Shipped,Out for Delivery,2024-10-19,Standard,"789 Pine Ave, TX","123 Main St, NY",FedEx-606cf3a6-8f3,Smartphone Case,Enjoy your gift!,Sarah,mark@example.com,7629d618-6f57-4
eBay,5a0dd18a,2024-12-11,6d2f6ed6-b13,EUR,42.3,29.57,11.45,10.4,460.71,79.06,12.12,36dc5859-5,Refurbished,1,PayPal,Returned,In Transit,2024-12-20,Standard,"321 Maple Rd, FL","321 Maple Rd, FL",Amazon Logistics-704c0f73-90f,Mechanical Keyboard,Best Wishes!,Michael,mark@example.com,5117b68e-f6c3-4
Amazon,8647ab8c,2024-08-06,ab86f01c-13e,AUD,351.81,41.19,3.53,22.49,574.75,416.7,13.39,aa59b6e5-c,Used - Like New,3,Credit Card,Cancelled,In Transit,2024-08-16,Same-Day,"123 Main St, NY","456 Oak St, CA",Amazon Logistics-c8a9e98b-70c,Wireless Headphones,Congratulations!,Emma,mark@example.com,82f2f5e6-80b0-4
Target,6037140a,2023-10-26,8772e3de-f44,EUR,474.82,4.03,6.69,4.32,276.86,462.79,41.81,45ec54dd-8,New,4,Gift Card,Pending,Delivered,2023-10-30,Same-Day,"321 Maple Rd, FL","321 Maple Rd, FL",USPS-ec271980-2a0,Smartphone Case,Happy Birthday!,John,anna@example.com,78b268a1-7185-4
BestBuy,a95fe6d2,2024-11-02,91d4e111-11a,AUD,141.44,2.58,19.74,2.56,518.25,94.54,46.9,949f44ea-3,Used - Like New,4,Gift Card,Returned,Pending,2024-11-04,Same-Day,"789 Pine Ave, TX","789 Pine Ave, TX",DHL-0d462257-4dc,Mechanical Keyboard,Congratulations!,,mark@example.com,0b2bb20f-93df-4
Walmart,e1d6d5e3,2022-12-12,ffada1e0-30e,USD,244.89,22.3,10.36,29.16,474.77,133.99,5.2,4269283d-1,Used - Like New,4,PayPal,Pending,Delivered,2022-12-22,Same-Day,"321 Maple Rd, FL","456 Oak St, CA",FedEx-d2b2d2dc-5b0,Mechanical Keyboard,Enjoy your gift!,John,,7f338757-e0ad-4
Amazon,c8bc4db4,2023-10-14,3c558cd3-e20,USD,410.89,14.55,13.69,20.51,341.39,194.26,22.53,c757a9f0-0,New,1,Gift Card,Shipped,In Transit,2023-10-21,Two-Day,"456 Oak St, CA","123 Main St, NY",Amazon Logistics-9e22bcb5-6cc,Gaming Mouse,,,,578f6ec4-833e-4
eBay,17018741,2022-03-31,490a5149-aad,USD,308.19,35.04,14.11,13.85,317.86,293.94,19.03,c75c592c-8,New,5,Gift Card,Shipped,Out for Delivery,,Standard,"123 Main St, NY","654 Birch Ln, WA",DHL-b54f83a2-e1f,Mechanical Keyboard,Enjoy your gift!,David,jane@example.com,94f1604c-77ea-4
Amazon,ff191fab,2024-04-01,b72820f7-759,AUD,27.42,28.15,0.93,11.71,32.37,40.98,36.29,144acc44-8,Used - Like New,1,PayPal,Pending,Pending,2024-04-07,Expedited,"456 Oak St, CA","321 Maple Rd, FL",Amazon Logistics-260ef790-ff4,Wireless Headphones,Best Wishes!,John,,bf1efe2b-7396-4
Amazon,d8b05e59,2023-11-24,2d6bf7e9-ccd,CAD,110.9,43.35,3.07,14.18,159.73,164.96,28.11,75871e37-4,New,3,PayPal,Pending,Out for Delivery,,Expedited,"321 Maple Rd, FL","321 Maple Rd, FL",FedEx-133b0b9c-f66,Wireless Headphones,Congratulations!,Sarah,mark@example.com,15cbbd8d-6fa5-4
Target,62d335da,2022-06-21,f8feebf3-a2f,AUD,272.59,25.58,16.87,0.11,331.34,391.39,9.69,1e7e4a69-2,Refurbished,5,Credit Card,Returned,In Transit,2022-06-27,Two-Day,"456 Oak St, CA","456 Oak St, CA",DHL-fc5d05b1-72c,Smartphone Case,Congratulations!,David,anna@example.com,8fa47f4c-843b-4
BestBuy,594fe119,2023-02-06,d68a0251-b90,GBP,214.84,22.28,5.02,3.24,383.5,440.8,32.76,a7b5949c-2,Used - Like New,1,PayPal,Delivered,Delivered,2023-02-12,Standard,"456 Oak St, CA","456 Oak St, CA",UPS-44c356d9-37a,Smartphone Case,,,mark@example.com,1c5f73f2-9714-4
eBay,99526cf2,2022-04-04,c22acf83-859,EUR,499.54,20.93,4.48,3.4,432.97,219.48,8.83,b9eba166-9,Refurbished,3,Bank Transfer,Cancelled,Delivered,2022-04-09,Two-Day,"321 Maple Rd, FL","123 Main St, NY",UPS-e611599a-831,Wireless Headphones,Congratulations!,David,anna@example.com,fcffbc0d-e07a-4
Amazon,5f28f4a5,2024-07-22,cbc0353e-064,GBP,172.65,47.33,17.81,20.26,113.47,176.82,30.23,588b2b96-d,Used - Like New,5,Credit Card,Pending,Out for Delivery,2024-07-25,Two-Day,"654 Birch Ln, WA","321 Maple Rd, FL",DHL-efcb4593-d51,Smartphone Case,Happy Birthday!,Emma,anna@example.com,d31fe374-f417-4
Walmart,628db001,2023-01-20,658a1d45-54a,AUD,24.08,1.46,2.17,22.2,480.7,97.28,39.16,efc94829-1,Used - Good,4,PayPal,Cancelled,In Transit,2023-01-21,Standard,"123 Main St, NY","654 Birch Ln, WA",UPS-9c6c4034-b97,Smartphone Case,Best Wishes!,Emma,jane@example.com,52055e24-1053-4
Target,3488b759,2025-03-16,1d24a596-74f,EUR,48.28,39.35,18.65,19.46,366.04,218.84,2.84,d7e2eaad-6,Refurbished,1,Bank Transfer,Pending,Pending,2025-03-18,Expedited,"654 Birch Ln, WA","654 Birch Ln, WA",FedEx-56ca133b-1a9,Gaming Mouse,Congratulations!,Michael,anna@example.com,cccd139d-622f-4
Walmart,1d56d316,2022-04-13,fb867ef3-f23,AUD,487.29,37.54,14.1,13.22,297.37,307.66,44.47,2ce8b16b-8,New,1,Gift Card,Shipped,Out for Delivery,2022-04-23,Expedited,"456 Oak St, CA","789 Pine Ave, TX",FedEx-0b9f242c-4dc,Wireless Headphones,Best Wishes!,Emma,mark@example.com,1cb6d2d1-3743-4
Amazon,72f15188,2022-11-04,4c86592c-919,AUD,124.79,28.87,13.44,10.96,161.49,167.75,7.15,d0282b81-5,Used - Like New,5,Bank Transfer,Shipped,In Transit,2022-11-08,Two-Day,"456 Oak St, CA","654 Birch Ln, WA",DHL-206bc5df-d66,Wireless Headphones,Enjoy your gift!,,anna@example.com,19d2b9b5-878e-4
eBay,8eea0e28,2025-01-31,bff63ee9-654,CAD,320.43,11.53,17.73,14.66,241.44,295.74,14.07,0d82e9f2-5,Refurbished,4,Bank Transfer,Cancelled,Pending,2025-02-01,Two-Day,"654 Birch Ln, WA","789 Pine Ave, TX",Amazon Logistics-107e69af-9e0,Gaming Mouse,Congratulations!,David,anna@example.com,9c5a7a27-5ad5-4
Target,5ece4f3a,2023-07-30,cbf0a56e-7d0,AUD,462.67,17.7,9.26,2.75,43.89,193.23,2.79,7c82588f-a,Used - Good,4,Credit Card,Cancelled,Pending,,Two-Day,"789 Pine Ave, TX","789 Pine Ave, TX",DHL-d5eefa52-d73,USB-C Charger,Best Wishes!,David,,5b637dad-335f-4
BestBuy,45f61233,2022-06-19,917c395b-383,USD,158.73,44.13,14.3,10.61,458.21,99.43,35.1,b6566d5f-5,New,4,Gift Card,Cancelled,Out for Delivery,2022-06-26,Same-Day,"789 Pine Ave, TX","321 Maple Rd, FL",Amazon Logistics-68cd9157-18b,Mechanical Keyboard,Happy Birthday!,Sarah,anna@example.com,4be9cd7f-46b3-4
Walmart,f617c1ac,2023-07-19,7bc1ad5f-3e7,AUD,86.06,25.04,7.92,4.54,107.86,262.39,21.39,ec8f9f74-7,Used - Good,1,Bank Transfer,Returned,Delivered,2023-07-21,Standard,"456 Oak St, CA","123 Main St, NY",UPS-e4c7f759-d14,Mechanical Keyboard,Best Wishes!,John,mark@example.com,586bbb27-2a63-4
Target,811c4607,2023-07-25,285320b6-17f,USD,401.16,16.99,10.23,3.33,567.65,198.16,19.07,15b4568c-c,Used - Good,3,Credit Card,Shipped,In Transit,2023-07-29,Two-Day,"123 Main St, NY","456 Oak St, CA",DHL-1486cbac-182,USB-C Charger,,Sarah,,b632067b-9956-4
BestBuy,c6a0eb7e,2022-12-17,060da2c4-ec2,CAD,485.23,4.15,15.91,2.92,223.49,156.38,16.78,85c76016-f,New,1,Gift Card,Returned,Out for Delivery,2022-12-23,Same-Day,"456 Oak St, CA","123 Main St, NY",DHL-dbca48ca-7a9,USB-C Charger,,Emma,,42cd0e04-014f-4
Amazon,1b6e52de,2023-09-04,0b85f427-ea7,CAD,477.03,14.01,19.22,15.1,151.66,425.01,43.63,6b43caef-3,Used - Good,2,Bank Transfer,Pending,Out for Delivery,2023-09-11,Same-Day,"456 Oak St, CA","123 Main St, NY",UPS-f5974fd0-7d7,Wireless Headphones,Enjoy your gift!,Michael,anna@example.com,2c448783-f3c4-4
BestBuy,6609e30e,2022-11-11,dfad0c6c-9b7,EUR,344.01,25.29,11.86,14.34,106.44,354.97,32.52,86ea79a5-2,Refurbished,1,Bank Transfer,Delivered,Out for Delivery,2022-11-15,Expedited,"456 Oak St, CA","654 Birch Ln, WA",Amazon Logistics-60535148-8ad,Mechanical Keyboard,Happy Birthday!,,anna@example.com,89a5de91-e5ca-4
BestBuy,807bbf35,2024-08-06,4409c58c-579,USD,119.42,22.55,11.21,27.05,335.86,341.82,25.82,a12b6a1b-b,Refurbished,5,PayPal,Pending,In Transit,2024-08-12,Standard,"789 Pine Ave, TX","321 Maple Rd, FL",FedEx-8a3a7622-141,Gaming Mouse,Enjoy your gift!,David,,d59d1dde-0cf3-4
Amazon,76aa8785,2023-03-24,7ece191f-413,AUD,221.48,23.28,7.29,19.08,449.78,340.03,25.71,884dd3ad-d,New,3,Gift Card,Pending,Pending,2023-03-30,Expedited,"789 Pine Ave, TX","321 Maple Rd, FL",FedEx-19c8e39d-547,USB-C Charger,,,jane@example.com,32467cbc-3337-4
eBay,5bc872b5,2023-02-07,a9175dde-4c5,USD,309.04,15.3,1.75,28.69,53.44,31.57,14.81,ee604a0b-f,Used - Like New,4,PayPal,Cancelled,Out for Delivery,,Same-Day,"654 Birch Ln, WA","123 Main St, NY",DHL-ba4687b5-4f7,USB-C Charger,Happy Birthday!,,jane@example.com,be93cd60-4aa4-4
BestBuy,71641d20,2023-06-27,1d972624-382,CAD,174.91,29.93,8.35,16.32,316.98,463.9,26.83,2c079341-a,New,2,Gift Card,Returned,Out for Delivery,2023-06-29,Two-Day,"456 Oak St, CA","321 Maple Rd, FL",FedEx-7ea6e192-6b1,Smartphone Case,Enjoy your gift!,Emma,jane@example.com,1aa11d15-84f1-4
BestBuy,20ba71bf,2023-06-26,53e25cd3-b7c,AUD,480.25,16.77,2.77,9.77,554.67,329.82,48.29,60fb9a5d-e,Refurbished,4,Bank Transfer,Shipped,Pending,2023-06-29,Two-Day,"789 Pine Ave, TX","123 Main St, NY",Amazon Logistics-24c54403-1c4,Smartphone Case,Enjoy your gift!,David,,d0dc01e7-159d-4
BestBuy,4bd86974,2022-12-05,bca1e25a-578,AUD,207.23,14.99,6.16,6.51,487.34,425.66,35.5,57325401-1,New,4,Gift Card,Cancelled,Pending,2022-12-12,Two-Day,"456 Oak St, CA","321 Maple Rd, FL",USPS-7759fa5b-30b,Mechanical Keyboard,Congratulations!,,,3a153d11-39cf-4
eBay,39c9fc33,2022-06-02,8fe5c61b-000,AUD,393.43,36.56,11.46,2.03,306.81,482.03,11.37,308fcc2f-c,New,2,PayPal,Delivered,In Transit,2022-06-12,Two-Day,"123 Main St, NY","789 Pine Ave, TX",DHL-bf97af26-ffb,Gaming Mouse,Best Wishes!,Emma,,1da23225-07ea-4
eBay,0fc5015f,2024-03-07,8fd8613d-e1d,GBP,262.12,31.4,12.55,29.18,394.34,168.8,24.87,5f152170-4,New,4,Bank Transfer,Pending,Out for Delivery,2024-03-10,Two-Day,"456 Oak St, CA","789 Pine Ave, TX",UPS-cb8174de-be2,Gaming Mouse,Best Wishes!,Emma,,a31fc669-9123-4
Target,d80e03ee,2023-12-18,6f987ef1-c99,EUR,86.12,34.15,8.29,3.93,229.76,300.3,11.96,18c193e0-8,Refurbished,1,PayPal,Shipped,Out for Delivery,2023-12-21,Two-Day,"456 Oak St, CA","321 Maple Rd, FL",UPS-e9a2fe1c-777,Smartphone Case,Happy Birthday!,John,,778cf2f4-755e-4
BestBuy,37477f23,2022-11-05,b919ad95-420,GBP,37.49,5.14,3.49,20.1,288.24,499.6,27.21,cb64e40b-5,Used - Good,1,Bank Transfer,Cancelled,In Transit,2022-11-07,Same-Day,"654 Birch Ln, WA","654 Birch Ln, WA",Amazon Logistics-b6829fde-605,Wireless Headphones,,John,anna@example.com,c7ed69d5-3cec-4
BestBuy,967800cc,2023-02-26,7aace055-b3a,AUD,143.4,7.66,5.94,18.2,376.35,347.78,42.36,c1db6ff3-5,New,4,PayPal,Shipped,Delivered,2023-03-02,Same-Day,"654 Birch Ln, WA","321 Maple Rd, FL",UPS-ae8f86a2-e49,Smartphone Case,,Michael,,97ada0e6-0734-4
eBay,e0aff9af,2022-10-09,76aca824-454,USD,276.77,24.38,14.41,7.32,155.51,31.82,40.11,54f683cc-d,Used - Like New,5,Gift Card,Cancelled,Pending,2022-10-17,Same-Day,"321 Maple Rd, FL","123 Main St, NY",UPS-0bec2476-bca,USB-C Charger,Happy Birthday!,Emma,jane@example.com,5870ad89-32c5-4
Amazon,4a2d38d7,2022-11-03,d8958509-ba7,AUD,135.71,1.13,3.31,7.9,585.32,33.85,3.42,6fff498d-2,Refurbished,1,Gift Card,Pending,In Transit,2022-11-08,Expedited,"321 Maple Rd, FL","654 Birch Ln, WA",UPS-5ac53603-1d8,USB-C Charger,Best Wishes!,,mark@example.com,1190ae6f-9230-4
Walmart,68e4288a,2023-12-14,8e0a8b8b-8a0,GBP,137.81,22.41,8.16,28.35,564.79,321.18,25.38,667da745-b,New,4,Gift Card,Pending,Out for Delivery,2023-12-22,Two-Day,"321 Maple Rd, FL","456 Oak St, CA",DHL-010d2407-520,Wireless Headphones,Best Wishes!,Michael,mark@example.com,02a6e8c5-5517-4
Walmart,91fc0d3f,2023-03-11,07c25939-5ee,USD,119.66,28.68,12.67,22.17,570.19,8.05,45.81,cb9aca2c-0,New,4,Credit Card,Returned,Delivered,,Same-Day,"123 Main St, NY","456 Oak St, CA",UPS-f474d4c1-75a,Mechanical Keyboard,Enjoy your gift!,,,80379e5e-98b5-4
eBay,706f72e5,2025-03-02,93c2a6b5-fd7,AUD,182.8,22.49,3.66,11.01,585.49,149.9,28.89,1afccc0f-c,Refurbished,1,Credit Card,Shipped,Delivered,2025-03-07,Standard,"654 Birch Ln, WA","321 Maple Rd, FL",FedEx-669d8cf3-f7a,USB-C Charger,Happy Birthday!,Michael,anna@example.com,8d950d61-e7f5-4
Amazon,d868dc69,2023-09-06,4258c9c6-7a6,AUD,296.85,5.37,15.38,12.92,577.56,358.36,23.74,73831f8e-7,Used - Like New,3,Gift Card,Returned,Pending,,Two-Day,"123 Main St, NY","123 Main St, NY",DHL-f8cb6048-111,Smartphone Case,Enjoy your gift!,Emma,mark@example.com,886168d7-6766-4
Walmart,0ba525af,2022-09-02,6eb8dbe1-41e,GBP,87.46,34.03,11.57,17.85,357.16,353.13,43.93,80cd2c37-f,Refurbished,4,PayPal,Delivered,Delivered,2022-09-04,Expedited,"123 Main St, NY","789 Pine Ave, TX",DHL-fb154c2f-da0,Mechanical Keyboard,,Michael,mark@example.com,6120c30c-4db1-4
eBay,fbfe41bf,2023-10-10,a586ed3e-053,EUR,214.92,47.45,8.91,9.63,18.57,391.11,30.41,dddc6216-e,New,4,Bank Transfer,Returned,Delivered,2023-10-11,Expedited,"654 Birch Ln, WA","123 Main St, NY",DHL-0edc74a6-7f2,Smartphone Case,Congratulations!,Sarah,mark@example.com,d3ecd605-905a-4
Amazon,641f13c0,2023-10-31,303130cd-01f,EUR,264.49,47.74,3.88,27.49,164.24,301.9,25.11,f77016d5-c,Used - Good,4,Gift Card,Shipped,In Transit,,Standard,"123 Main St, NY","654 Birch Ln, WA",Amazon Logistics-390c44f5-609,Mechanical Keyboard,,Sarah,mark@example.com,49751635-786b-4
Walmart,7c8dbcd2,2023-01-20,ff2531e0-5e0,EUR,139.33,29.16,8.73,4.18,36.11,162.56,28.58,65578943-3,Used - Like New,3,Bank Transfer,Pending,Out for Delivery,2023-01-30,Two-Day,"789 Pine Ave, TX","321 Maple Rd, FL",FedEx-9156e4de-8fb,Smartphone Case,Best Wishes!,John,anna@example.com,d305b9ce-b0a1-4
eBay,0b5a9d7b,2024-02-20,e1694478-65d,GBP,371.6,15.02,16.25,17.47,358.81,108.52,10.51,f1b7fd50-7,Used - Good,3,PayPal,Pending,Out for Delivery,2024-03-01,Expedited,"123 Main St, NY","789 Pine Ave, TX",DHL-1d3bd253-98b,Gaming Mouse,Enjoy your gift!,Sarah,anna@example.com,1e53ac07-bdf6-4
Target,60bebdcf,2024-04-23,386a6528-672,AUD,108.92,18.56,6.03,3.33,276.14,492.27,6.97,003777ca-9,New,1,Bank Transfer,Cancelled,Pending,2024-04-25,Standard,"654 Birch Ln, WA","123 Main St, NY",FedEx-f48073d3-8c6,Wireless Headphones,Enjoy your gift!,,anna@example.com,fffb6d2a-4e6c-4
eBay,63f65321,2025-02-10,c8f91eab-cdc,EUR,187.29,11.51,16.45,10.39,379.19,441.62,3.75,9512e6a9-4,Refurbished,5,Gift Card,Delivered,Out for Delivery,2025-02-12,Same-Day,"456 Oak St, CA","321 Maple Rd, FL",UPS-fc854ddf-450,Mechanical Keyboard,Happy Birthday!,Emma,jane@example.com,c192e72f-6780-4
Walmart,d48eb5f4,2022-11-14,296d9dab-721,CAD,128.31,36.33,10.51,18.4,591.36,257.6,23.88,46ebba7e-8,New,1,Gift Card,Pending,Delivered,2022-11-24,Expedited,"321 Maple Rd, FL","654 Birch Ln, WA",USPS-93c2cece-99c,Mechanical Keyboard,Congratulations!,Emma,,ad8bcc37-4b12-4
Amazon,ee9242f5,2022-12-21,ee1a77a3-1b2,CAD,299.38,22.56,4.37,26.66,168.86,409.61,40.29,20a9a679-d,Refurbished,4,Bank Transfer,Returned,In Transit,2022-12-23,Same-Day,"321 Maple Rd, FL","123 Main St, NY",Amazon Logistics-880f8f81-069,Mechanical Keyboard,Best Wishes!,Sarah,mark@example.com,6c7597b3-eed3-4
Walmart,fb2c15bc,2023-01-03,011fb582-82b,USD,9.8,25.24,2.6,28.45,364.57,44.15,34.21,b26dd410-f,New,3,PayPal,Cancelled,Out for Delivery,2023-01-04,Two-Day,"321 Maple Rd, FL","654 Birch Ln, WA",UPS-708e318a-9ae,USB-C Charger,Best Wishes!,,jane@example.com,4ca3d4ce-3cb3-4
eBay,089a14a1,2025-03-12,560f1fe6-672,CAD,140.45,4.86,9.33,27.93,140.32,182.94,20.37,ca627c75-8,Used - Good,3,Credit Card,Pending,Pending,2025-03-17,Same-Day,"456 Oak St, CA","123 Main St, NY",Amazon Logistics-c3ddffe9-839,Gaming Mouse,Congratulations!,,jane@example.com,df488f9b-9f82-4
Target,c74df3f1,2024-10-04,a1ced62c-ccf,CAD,120.45,8.74,5.39,9.6,156.23,242.3,31.69,74267ce5-1,Used - Good,4,Gift Card,Returned,Out for Delivery,2024-10-07,Expedited,"789 Pine Ave, TX","456 Oak St, CA",DHL-cdbe44ca-0f9,Wireless Headphones,Congratulations!,,jane@example.com,0befe842-2de9-4
Amazon,5c7a1f6b,2022-11-23,757b2ebf-eb0,EUR,279.34,16.71,4.71,5.59,560.13,207.65,2.06,c184b91d-f,Used - Like New,3,Credit Card,Shipped,In Transit,2022-11-24,Two-Day,"321 Maple Rd, FL","654 Birch Ln, WA",UPS-9544573f-424,Gaming Mouse,Enjoy your gift!,Michael,mark@example.com,bd22ff90-b70d-4
eBay,80ccdd9a,2022-08-19,2dec1cf8-1a9,AUD,137.61,32.41,13.39,23.54,517.81,125.11,30.72,ae7ccc89-5,Refurbished,4,Bank Transfer,Delivered,Delivered,2022-08-21,Standard,"789 Pine Ave, TX","123 Main St, NY",DHL-3f03f5dd-ebe,Wireless Headphones,Happy Birthday!,David,,efd28bac-3c5b-4
Walmart,ce08e5ab,2022-04-14,3e058e4a-ff8,CAD,84.42,29.52,12.39,3.45,371.08,214.81,5.13,b285d20c-f,New,4,Gift Card,Returned,Out for Delivery,,Standard,"321 Maple Rd, FL","321 Maple Rd, FL",UPS-4817c3ef-d69,Gaming Mouse,Happy Birthday!,Sarah,,d04c67e6-d719-4
Target,886a3088,2022-05-17,bbbaad9f-bf4,AUD,294.65,27.23,15.85,13.62,44.4,114.52,46.89,f65cccd3-4,Used - Good,5,Credit Card,Shipped,Delivered,2022-05-23,Two-Day,"456 Oak St, CA","456 Oak St, CA",FedEx-9081df1b-ebb,Smartphone Case,Best Wishes!,John,,c6001d94-b623-4
eBay,8026873d,2023-03-01,6940e2ef-a04,GBP,27.22,10.05,16.85,20.19,407.11,57.99,44.76,a7a637a2-5,Used - Like New,3,PayPal,Pending,Out for Delivery,2023-03-09,Standard,"789 Pine Ave, TX","123 Main St, NY",USPS-b17be7e7-c07,Mechanical Keyboard,,Emma,mark@example.com,824c413f-7880-4
BestBuy,2fdac392,2024-04-09,2c071da1-a53,EUR,101.39,17.26,0.06,20.37,76.06,86.44,35.24,85276a08-1,New,3,Gift Card,Returned,Out for Delivery,2024-04-18,Same-Day,"789 Pine Ave, TX","456 Oak St, CA",DHL-83e913b9-b32,USB-C Charger,Happy Birthday!,John,jane@example.com,2a8383b4-5235-4
Target,38542edd,2023-12-29,6c0b12da-630,EUR,462.16,34.39,11.38,12.15,127.32,358.71,30.4,8f1bfe77-c,Used - Like New,5,Credit Card,Pending,Pending,,Two-Day,"789 Pine Ave, TX","789 Pine Ave, TX",DHL-d7103bfe-2a6,USB-C Charger,Best Wishes!,Sarah,jane@example.com,d85477dd-e107-4
